LeagueId;MatchDate;Home;Away
Armenia_PremierLeague;2026-08-16;Pyunik;Sardarapat
Australia_NPLACT;2026-08-16;Belconnen Utd.;Canberra Olympic
Australia_NPLACT;2026-08-16;Canberra Juventus;Queanbeyan City
Australia_NPLNorthernNSW;2026-08-16;Belmont Swansea Utd.;Adamstown Rosebud
Australia_NPLNorthernNSW;2026-08-16;Broadmeadow;Charlestown Azzurri
Australia_NPLNorthernNSW;2026-08-16;Kahibah;Cooks Hill United
Australia_NPLNorthernNSW;2026-08-16;Lambton J.;Newcastle Olympic
Australia_NPLNorthernNSW;2026-08-16;Maitland;Edgeworth E.
Australia_NPLNorthernNSW;2026-08-16;Valentine;Weston Bears
Australia_NPLNSW;2026-08-16;Blacktown City;UNSW
Australia_NPLNSW;2026-08-16;Marconi;Sutherland
Australia_NPLNSW;2026-08-16;Rockdale Ilinden;Wollongong Wolves
Australia_NPLVictoria;2026-08-16;Preston Lions;Dandenong Thunder
Australia_NSWLeagueOne;2026-08-16;Central Coast Mariners U23;Hurstville Zagreb
Australia_VictoriaPremierLeague;2026-08-16;Western Utd. U21;Langwarrin
Australia_NPL_NSW_U20;2026-08-16;Blacktown City U20;UNSW U20
Australia_NPL_NSW_U20;2026-08-16;Marconi S. U20;Sutherland U20
Australia_NPL_NSW_U20;2026-08-16;Rockdale Ilinden U20;Wollongong Wolves U20
Australia_NPLQueenslandU23;2026-08-16;Gold Coast Blaze U23;Eastern Suburbs U23
Australia_NPLQueenslandU23;2026-08-16;Moreton City Excelsior U23;Queensland Lions U23
Australia_NPLQueenslandU23;2026-08-16;Olympic FC U23;Rochedale U23
Australia_NPLQueenslandU23;2026-08-16;Peninsula U23;Brisbane City U23
Australia_NPLQueenslandU23;2026-08-16;QLD State Team U17;Gold Coast Knights U23
Australia_NPLQueenslandU23;2026-08-16;Wynnum Wolves U23;Magic United U23
Austria_Bundesliga;2026-08-16;Hartberg;Austria Vienna
Austria_Bundesliga;2026-08-16;Tirol;Salzburg
Austria_Bundesliga;2026-08-16;SK Rapid;Grazer
Austria_2Liga;2026-08-16;First Vienna;Liefering
Austria_Burgenland;2026-08-16;Edelserpentin;SV Eberau
Austria_Karnten;2026-08-16;Seeboden;Dellach/Gail
Austria_Salzburg;2026-08-16;USK Anif;ATSV Salzburg
Austria_Tirol;2026-08-16;Telfs;Kematen
Austria_Vorarlberg;2026-08-16;Rotenberg;Schlins
Austria_Vorarlberg;2026-08-16;Brauerei Egg;Feldkirch
Azerbaijan_PremierLeague;2026-08-16;Sumqayit;Neftci Baku
Azerbaijan_PremierLeague;2026-08-16;Zira;Safa Baku
Belgium_JupilerProLeague;2026-08-16;Beveren;Anderlecht
Belgium_JupilerProLeague;2026-08-16;RAAL La Louviere;Gent
Belgium_JupilerProLeague;2026-08-16;KV Mechelen;St. Liege
Belgium_JupilerProLeague;2026-08-16;Lommel SK;Charleroi
Belgium_ChallengerProLeague;2026-08-16;Beerschot VA;Gent U23
Bhutan_PremierLeague;2026-08-16;Ugyen Academy;Tensung
Belarus_VysshayaLiga;2026-08-16;Dynamo Brest;Isloch
Belarus_PershayaLiga;2026-08-16;Din. Minsk 2;Minsk 2
Belarus_PershayaLiga;2026-08-16;Ostrovets;BumProm Gomel
Belarus_PershayaLiga;2026-08-16;BATE 2;Volna Pinsk
Belarus_PershayaLiga;2026-08-16;FC Slonim;Smorgon
Bolivia_DivisionProfesional;2026-08-16;Blooming;Aurora
Bolivia_DivisionProfesional;2026-08-16;Always Ready;Real Potosi
Bolivia_DivisionProfesional;2026-08-16;Nacional Potosi;Academia del Balompie
Bosnia_WWINLigaBiH;2026-08-16;BSK Banja Luka;Velez Mostar
Bosnia_WWINLigaBiH;2026-08-16;Sloga Meridian;Borac Banja Luka
Bosnia_WWINLigaBiH;2026-08-16;Radnik Bijeljina;Zrinjski
Bosnia_PrvaLiga_FBiH;2026-08-16;Banovici;Hadzici
Bosnia_PrvaLiga_FBiH;2026-08-16;Capljina;Jedinstvo Bihac
Bosnia_PrvaLiga_FBiH;2026-08-16;Kakanj;Travnik
Bosnia_PrvaLiga_FBiH;2026-08-16;NK Vitez;Sloboda
Bosnia_PrvaLiga_FBiH;2026-08-16;Tomislav;GOSK Gabela
Bulgaria_ParvaLiga;2026-08-16;CSKA Sofia;Botev Vratsa
Bulgaria_ParvaLiga;2026-08-16;Lok. Plovdiv;Dunav Ruse
Bulgaria_VtoraLiga;2026-08-16;Svoge;Nesebar
Bulgaria_VtoraLiga;2026-08-16;Dobrudzha;Yantra Gabrovo
Bulgaria_VtoraLiga;2026-08-16;Montana;Marek
Bulgaria_VtoraLiga;2026-08-16;Spartak Pleven;Lok. Gorna
Denmark_Superliga;2026-08-16;Nordsjaelland;Silkeborg
Denmark_Superliga;2026-08-16;Odense;Horsens
Denmark_Superliga;2026-08-16;Lyngby;Midtjylland
Denmark_Superliga;2026-08-16;Randers;FC Copenhagen
Denmark_1stDivision;2026-08-16;Vendsyssel;AB Copenhagen
Estonia_Meistriliiga;2026-08-16;Kalju;Parnu JK Vaprus
Estonia_Meistriliiga;2026-08-16;Narva;Paide
Estonia_Meistriliiga;2026-08-16;Flora;Kuressaare
Estonia_Meistriliiga;2026-08-16;Harju JK Laagri;Levadia
Estonia_EsiliigaB;2026-08-16;Tabasalu;Tallinna Kalev U21
Estonia_EsiliigaB;2026-08-16;Tulevik;Levadia U19
Finland_Veikkausliiga;2026-08-16;HJK;Jaro
Finland_Veikkausliiga;2026-08-16;Lahti;KuPS
Finland_Veikkausliiga;2026-08-16;Oulu;Inter Turku
Finland_Ykkosliiga;2026-08-16;Mikkeli;Ekenas
Finland_Ykkonen;2026-08-16;Inter Turku 2;KPV
Finland_Ykkonen;2026-08-16;KuPS Akatemia;Keski-Uusimaa
Finland_Ykkonen;2026-08-16;VJS;JJK Jyvaskyla
Finland_Kakkonen_GroupA;2026-08-16;Lahden Reipas;PEPO
Finland_Kakkonen_GroupC;2026-08-16;JBK;TP-47
