2026-09-03;2026-09-03;Poland_Ekstraklasa;7;Rakow;Gornik Zabrze;95.79;IMM-ALTA-8;FINAL;1;2;3;OK;OK;PRO: attacco trasferta positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: attacco casa non dominante | v22 monitora possibile sopravvalutazione weak_ga;4.59;7.39;13.0;8.0;6.82;12.0;12.0;10.0;10.0;12.0;2.2.def1;Poland_Ekstraklasa;Poland_Ekstraklasa;
2026-09-03;2026-09-03;Finland_Kolmonen_Western_Group2;20;FC Lasten;ACE;89.15;ALTA;FINAL;6;6;12;OK;OK;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga;5.45;13.0;10.08;2.99;10.0;9.6;10.8;10.0;8.75;8.47;2.2.def1;Finland_Kolmonen_Western_Group2;Finland_Kolmonen_Western_Group2;
2026-09-03;2026-09-03;Scotland_Premiership;5;Hibernian;Hearts;87.17;IMM-ALTA-6;FINAL;1;3;4;OK;OK;PRO: attacco casa positivo | attacco trasferta positivo | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: nessun contro rilevante;0.92;9.85;13.0;4.85;4.55;12.0;12.0;10.0;10.0;10.0;2.2.def1;Scotland_Premiership;Scotland_Premiership;
2026-09-03;2026-09-04;Finland_Kakkonen_GroupA;20;HIFK;HPS;86.24;ALTA;FINAL;1;1;2;KO;OK;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga;2.0;12.17;12.15;7.06;10.0;9.6;9.6;8.75;6.0;8.92;2.2.def1;Finland_Kakkonen_GroupA;Finland_Kakkonen_GroupA;
2026-09-03;2026-09-03;Finland_Kolmonen_Eastern_Group3;20;MiPK;Edustus IPS;85.45;ALTA;FINAL;4;2;6;OK;OK;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga;1.09;13.0;13.0;5.13;6.95;10.8;12.0;8.75;6.25;8.47;2.2.def1;Finland_Kolmonen_Eastern_Group3;Finland_Kolmonen_Eastern_Group3;
2026-09-03;2026-09-03;Switzerland_SuperLeague;7;Basilea;Sion;82.39;IMM-ALTA-9;FINAL;1;2;3;OK;OK;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | trend over recente casa | trend over recente trasferta | profilo over esterno positivo | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga | profilo over interno debole;1.09;11.82;13.0;5.09;9.09;7.2;12.0;5.0;10.0;8.1;2.2.def1;Switzerland_SuperLeague;Switzerland_SuperLeague;
2026-09-03;2026-09-03;Finland_Kolmonen_Eastern_Group3;20;Kultsu;KoPa;82.08;ALTA;FINAL;4;2;6;OK;OK;PRO: attacco casa positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo || CONTRO: ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga | BTTS basso: possibile partita a senso unico;3.27;13.0;7.99;5.56;10.0;12.0;8.4;8.0;7.5;6.35;2.2.def1;Finland_Kolmonen_Eastern_Group3;Finland_Kolmonen_Eastern_Group3;
2026-09-03;2026-09-03;Finland_Kolmonen_Southern_Group2;20;PPJ/Lauttasaari;MPS;81.72;ALTA;FINAL;0;0;0;KO;KO;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga;0.55;13.0;12.17;5.35;8.29;7.2;10.8;7.5;8.75;8.12;2.2.def1;Finland_Kolmonen_Southern_Group2;Finland_Kolmonen_Southern_Group2;
2026-09-03;2026-09-03;Kazakhstan_FirstLeague;30;Akademiya Ontustik;Aktobe 2;80.15;ALTA;FINAL;2;1;3;OK;OK;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga;3.23;9.75;10.34;4.73;10.0;9.6;8.4;8.0;8.0;8.1;2.2.def1;Kazakhstan_FirstLeague;Kazakhstan_FirstLeague;
2026-09-03;2026-09-03;USA_USLLeagueOne;35;Charlotte Independ.;Portland Hearts of Pine;79.64;ALTA;FINAL;3;2;5;OK;OK;PRO: attacco casa positivo | difesa trasferta vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga;4.88;13.0;8.37;4.79;8.52;8.4;8.4;7.5;6.67;9.11;2.2.def1;USA_USLLeagueOne;USA_USLLeagueOne;
2026-09-03;2026-09-03;Switzerland_SuperLeague;7;Lugano;Servette;78.68;IMM-ALTA-8;FINAL;1;0;1;KO;KO;PRO: attacco casa positivo | trend over recente casa | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: ospite poco prolifico: rischio 1-0 / 2-0 | trend over trasferta non forte;4.36;13.0;5.91;2.73;5.68;12.0;6.0;10.0;10.0;9.0;2.2.def1;Switzerland_SuperLeague;Switzerland_SuperLeague;
2026-09-03;2026-09-03;Finland_Kolmonen_Southern_Group1;18;HooGee;LoPa;78.23;ALTA;FINAL;3;3;6;OK;OK;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga | profilo over esterno debole;3.27;10.18;9.73;8.0;7.49;9.6;9.6;7.14;5.0;8.22;2.2.def1;Finland_Kolmonen_Southern_Group1;Finland_Kolmonen_Southern_Group1;
2026-09-03;2026-09-03;Belgium_JupilerProLeague;5;Gent;Leuven;76.12;IMM-ALTA-6;FINAL;1;0;1;KO;KO;PRO: attacco casa positivo | difesa trasferta vulnerabile | trend over recente casa | trend over recente trasferta | profilo over esterno positivo | alta tendenza BTTS || CONTRO: ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga | profilo over interno debole;4.94;11.82;3.94;2.42;10.0;8.0;12.0;5.0;10.0;8.0;2.2.def1;Belgium_JupilerProLeague;Belgium_JupilerProLeague;
2026-09-03;2026-09-03;USA_USLLeagueOne;35;Westchester SC;Chattanooga Red Wolves;74.62;MEDIA;FINAL;0;1;1;KO;KO;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo || CONTRO: v22 monitora possibile sopravvalutazione weak_ga | BTTS basso: possibile partita a senso unico;1.88;9.13;11.26;5.62;7.58;7.2;9.6;6.36;9.0;7.0;2.2.def1;USA_USLLeagueOne;USA_USLLeagueOne;
2026-09-03;2026-09-03;Poland_Ekstraklasa;7;Lech;Jagiellonia;69.46;MEDIA;FINAL;2;1;3;OK;OK;PRO: attacco casa positivo | attacco trasferta positivo | trend over recente casa | profilo over esterno positivo || CONTRO: trend over trasferta non forte | profilo over interno debole | BTTS basso: possibile partita a senso unico;1.41;11.82;11.82;2.73;5.68;9.0;6.0;5.0;10.0;6.0;2.2.def1;Poland_Ekstraklasa;Poland_Ekstraklasa;
2026-09-03;2026-09-03;Belgium_JupilerProLeague;5;Anderlecht;Kortrijk;68.44;MEDIA;FINAL;1;0;1;KO;KO;PRO: difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo || CONTRO: attacco casa non dominante | ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga | BTTS basso: possibile partita a senso unico;2.47;3.94;1.97;6.06;10.0;8.0;12.0;10.0;10.0;4.0;2.2.def1;Belgium_JupilerProLeague;Belgium_JupilerProLeague;
