CombinationType;Signals;Signal1;Signal2;Signal3;Scope;Support;OK;KO;HitRate;KORate;BaselineHitRate;LiftVsBaseline
TRIPLE;HomePPGLow + HomeWinsLow + HomeRestartGFLow;HomePPGLow;HomeWinsLow;HomeRestartGFLow;ALL;56;31;25;55.3571;44.6429;62.7426;-7.3855
TRIPLE;HomePPGLow + HomeWinsLow + HomeRestartGFLow;HomePPGLow;HomeWinsLow;HomeRestartGFLow;ALTA;12;8;4;66.6667;33.3333;71.9858;-5.3191
TRIPLE;HomePPGLow + HomeWinsLow + HomeRestartGFLow;HomePPGLow;HomeWinsLow;HomeRestartGFLow;BASSA;21;11;10;52.381;47.619;54.2929;-1.9119
TRIPLE;HomePPGLow + HomeWinsLow + HomeRestartGFLow;HomePPGLow;HomeWinsLow;HomeRestartGFLow;MEDIA;23;12;11;52.1739;47.8261;59.8116;-7.6377
TRIPLE;HomePPGLow + HomeWinsLow + HomeRestartNotReady;HomePPGLow;HomeWinsLow;HomeRestartNotReady;ALL;23;15;8;65.2174;34.7826;62.7426;2.4748
TRIPLE;HomePPGLow + HomeWinsLow + HomeRestartNotReady;HomePPGLow;HomeWinsLow;HomeRestartNotReady;ALTA;7;5;2;71.4286;28.5714;71.9858;-0.5572
TRIPLE;HomePPGLow + HomeWinsLow + HomeRestartNotReady;HomePPGLow;HomeWinsLow;HomeRestartNotReady;BASSA;8;5;3;62.5;37.5;54.2929;8.2071
TRIPLE;HomePPGLow + HomeWinsLow + HomeRestartNotReady;HomePPGLow;HomeWinsLow;HomeRestartNotReady;MEDIA;8;5;3;62.5;37.5;59.8116;2.6884
TRIPLE;HomePPGLow + HomeWinsLow + BothTeamsRestartNotReady;HomePPGLow;HomeWinsLow;BothTeamsRestartNotReady;ALL;6;3;3;50.0;50.0;62.7426;-12.7426
TRIPLE;HomePPGLow + HomeWinsLow + BothTeamsRestartNotReady;HomePPGLow;HomeWinsLow;BothTeamsRestartNotReady;ALTA;2;1;1;50.0;50.0;71.9858;-21.9858
TRIPLE;HomePPGLow + HomeWinsLow + BothTeamsRestartNotReady;HomePPGLow;HomeWinsLow;BothTeamsRestartNotReady;BASSA;2;0;2;0.0;100.0;54.2929;-54.2929
TRIPLE;HomePPGLow + HomeWinsLow + BothTeamsRestartNotReady;HomePPGLow;HomeWinsLow;BothTeamsRestartNotReady;MEDIA;2;2;0;100.0;0.0;59.8116;40.1884
TRIPLE;HomePPGLow + HomeRestartGFLow + HomeRestartNotReady;HomePPGLow;HomeRestartGFLow;HomeRestartNotReady;ALL;22;14;8;63.6364;36.3636;62.7426;0.8938
TRIPLE;HomePPGLow + HomeRestartGFLow + HomeRestartNotReady;HomePPGLow;HomeRestartGFLow;HomeRestartNotReady;ALTA;7;5;2;71.4286;28.5714;71.9858;-0.5572
TRIPLE;HomePPGLow + HomeRestartGFLow + HomeRestartNotReady;HomePPGLow;HomeRestartGFLow;HomeRestartNotReady;BASSA;7;4;3;57.1429;42.8571;54.2929;2.85
TRIPLE;HomePPGLow + HomeRestartGFLow + HomeRestartNotReady;HomePPGLow;HomeRestartGFLow;HomeRestartNotReady;MEDIA;8;5;3;62.5;37.5;59.8116;2.6884
TRIPLE;HomePPGLow + HomeRestartGFLow + BothTeamsRestartNotReady;HomePPGLow;HomeRestartGFLow;BothTeamsRestartNotReady;ALL;6;3;3;50.0;50.0;62.7426;-12.7426
TRIPLE;HomePPGLow + HomeRestartGFLow + BothTeamsRestartNotReady;HomePPGLow;HomeRestartGFLow;BothTeamsRestartNotReady;ALTA;2;1;1;50.0;50.0;71.9858;-21.9858
TRIPLE;HomePPGLow + HomeRestartGFLow + BothTeamsRestartNotReady;HomePPGLow;HomeRestartGFLow;BothTeamsRestartNotReady;BASSA;2;0;2;0.0;100.0;54.2929;-54.2929
TRIPLE;HomePPGLow + HomeRestartGFLow + BothTeamsRestartNotReady;HomePPGLow;HomeRestartGFLow;BothTeamsRestartNotReady;MEDIA;2;2;0;100.0;0.0;59.8116;40.1884
TRIPLE;HomePPGLow + HomeRestartNotReady + BothTeamsRestartNotReady;HomePPGLow;HomeRestartNotReady;BothTeamsRestartNotReady;ALL;6;3;3;50.0;50.0;62.7426;-12.7426
TRIPLE;HomePPGLow + HomeRestartNotReady + BothTeamsRestartNotReady;HomePPGLow;HomeRestartNotReady;BothTeamsRestartNotReady;ALTA;2;1;1;50.0;50.0;71.9858;-21.9858
TRIPLE;HomePPGLow + HomeRestartNotReady + BothTeamsRestartNotReady;HomePPGLow;HomeRestartNotReady;BothTeamsRestartNotReady;BASSA;2;0;2;0.0;100.0;54.2929;-54.2929
TRIPLE;HomePPGLow + HomeRestartNotReady + BothTeamsRestartNotReady;HomePPGLow;HomeRestartNotReady;BothTeamsRestartNotReady;MEDIA;2;2;0;100.0;0.0;59.8116;40.1884
TRIPLE;WorstPPGLow + HomeWinsLow + HomeRestartGFLow;WorstPPGLow;HomeWinsLow;HomeRestartGFLow;ALL;44;25;19;56.8182;43.1818;62.7426;-5.9244
TRIPLE;WorstPPGLow + HomeWinsLow + HomeRestartGFLow;WorstPPGLow;HomeWinsLow;HomeRestartGFLow;ALTA;9;7;2;77.7778;22.2222;71.9858;5.792
TRIPLE;WorstPPGLow + HomeWinsLow + HomeRestartGFLow;WorstPPGLow;HomeWinsLow;HomeRestartGFLow;BASSA;18;10;8;55.5556;44.4444;54.2929;1.2627
TRIPLE;WorstPPGLow + HomeWinsLow + HomeRestartGFLow;WorstPPGLow;HomeWinsLow;HomeRestartGFLow;MEDIA;17;8;9;47.0588;52.9412;59.8116;-12.7528
TRIPLE;WorstPPGLow + HomeWinsLow + HomeRestartNotReady;WorstPPGLow;HomeWinsLow;HomeRestartNotReady;ALL;17;11;6;64.7059;35.2941;62.7426;1.9633
TRIPLE;WorstPPGLow + HomeWinsLow + HomeRestartNotReady;WorstPPGLow;HomeWinsLow;HomeRestartNotReady;ALTA;5;4;1;80.0;20.0;71.9858;8.0142
TRIPLE;WorstPPGLow + HomeWinsLow + HomeRestartNotReady;WorstPPGLow;HomeWinsLow;HomeRestartNotReady;BASSA;7;4;3;57.1429;42.8571;54.2929;2.85
TRIPLE;WorstPPGLow + HomeWinsLow + HomeRestartNotReady;WorstPPGLow;HomeWinsLow;HomeRestartNotReady;MEDIA;5;3;2;60.0;40.0;59.8116;0.1884
TRIPLE;WorstPPGLow + HomeWinsLow + BothTeamsRestartNotReady;WorstPPGLow;HomeWinsLow;BothTeamsRestartNotReady;ALL;4;2;2;50.0;50.0;62.7426;-12.7426
TRIPLE;WorstPPGLow + HomeWinsLow + BothTeamsRestartNotReady;WorstPPGLow;HomeWinsLow;BothTeamsRestartNotReady;ALTA;1;1;0;100.0;0.0;71.9858;28.0142
TRIPLE;WorstPPGLow + HomeWinsLow + BothTeamsRestartNotReady;WorstPPGLow;HomeWinsLow;BothTeamsRestartNotReady;BASSA;2;0;2;0.0;100.0;54.2929;-54.2929
TRIPLE;WorstPPGLow + HomeWinsLow + BothTeamsRestartNotReady;WorstPPGLow;HomeWinsLow;BothTeamsRestartNotReady;MEDIA;1;1;0;100.0;0.0;59.8116;40.1884
TRIPLE;WorstPPGLow + HomeRestartGFLow + HomeRestartNotReady;WorstPPGLow;HomeRestartGFLow;HomeRestartNotReady;ALL;20;12;8;60.0;40.0;62.7426;-2.7426
TRIPLE;WorstPPGLow + HomeRestartGFLow + HomeRestartNotReady;WorstPPGLow;HomeRestartGFLow;HomeRestartNotReady;ALTA;7;5;2;71.4286;28.5714;71.9858;-0.5572
TRIPLE;WorstPPGLow + HomeRestartGFLow + HomeRestartNotReady;WorstPPGLow;HomeRestartGFLow;HomeRestartNotReady;BASSA;7;4;3;57.1429;42.8571;54.2929;2.85
TRIPLE;WorstPPGLow + HomeRestartGFLow + HomeRestartNotReady;WorstPPGLow;HomeRestartGFLow;HomeRestartNotReady;MEDIA;6;3;3;50.0;50.0;59.8116;-9.8116
TRIPLE;WorstPPGLow + HomeRestartGFLow + BothTeamsRestartNotReady;WorstPPGLow;HomeRestartGFLow;BothTeamsRestartNotReady;ALL;5;2;3;40.0;60.0;62.7426;-22.7426
TRIPLE;WorstPPGLow + HomeRestartGFLow + BothTeamsRestartNotReady;WorstPPGLow;HomeRestartGFLow;BothTeamsRestartNotReady;ALTA;2;1;1;50.0;50.0;71.9858;-21.9858
TRIPLE;WorstPPGLow + HomeRestartGFLow + BothTeamsRestartNotReady;WorstPPGLow;HomeRestartGFLow;BothTeamsRestartNotReady;BASSA;2;0;2;0.0;100.0;54.2929;-54.2929
TRIPLE;WorstPPGLow + HomeRestartGFLow + BothTeamsRestartNotReady;WorstPPGLow;HomeRestartGFLow;BothTeamsRestartNotReady;MEDIA;1;1;0;100.0;0.0;59.8116;40.1884
TRIPLE;WorstPPGLow + HomeRestartNotReady + BothTeamsRestartNotReady;WorstPPGLow;HomeRestartNotReady;BothTeamsRestartNotReady;ALL;5;2;3;40.0;60.0;62.7426;-22.7426
TRIPLE;WorstPPGLow + HomeRestartNotReady + BothTeamsRestartNotReady;WorstPPGLow;HomeRestartNotReady;BothTeamsRestartNotReady;ALTA;2;1;1;50.0;50.0;71.9858;-21.9858
TRIPLE;WorstPPGLow + HomeRestartNotReady + BothTeamsRestartNotReady;WorstPPGLow;HomeRestartNotReady;BothTeamsRestartNotReady;BASSA;2;0;2;0.0;100.0;54.2929;-54.2929
TRIPLE;WorstPPGLow + HomeRestartNotReady + BothTeamsRestartNotReady;WorstPPGLow;HomeRestartNotReady;BothTeamsRestartNotReady;MEDIA;1;1;0;100.0;0.0;59.8116;40.1884
TRIPLE;HomeWinsLow + HomeRestartGFLow + HomeRestartNotReady;HomeWinsLow;HomeRestartGFLow;HomeRestartNotReady;ALL;28;16;12;57.1429;42.8571;62.7426;-5.5997
TRIPLE;HomeWinsLow + HomeRestartGFLow + HomeRestartNotReady;HomeWinsLow;HomeRestartGFLow;HomeRestartNotReady;ALTA;9;6;3;66.6667;33.3333;71.9858;-5.3191
TRIPLE;HomeWinsLow + HomeRestartGFLow + HomeRestartNotReady;HomeWinsLow;HomeRestartGFLow;HomeRestartNotReady;BASSA;9;5;4;55.5556;44.4444;54.2929;1.2627
TRIPLE;HomeWinsLow + HomeRestartGFLow + HomeRestartNotReady;HomeWinsLow;HomeRestartGFLow;HomeRestartNotReady;MEDIA;10;5;5;50.0;50.0;59.8116;-9.8116
TRIPLE;HomeWinsLow + HomeRestartGFLow + BothTeamsRestartNotReady;HomeWinsLow;HomeRestartGFLow;BothTeamsRestartNotReady;ALL;7;3;4;42.8571;57.1429;62.7426;-19.8855
TRIPLE;HomeWinsLow + HomeRestartGFLow + BothTeamsRestartNotReady;HomeWinsLow;HomeRestartGFLow;BothTeamsRestartNotReady;ALTA;2;1;1;50.0;50.0;71.9858;-21.9858
TRIPLE;HomeWinsLow + HomeRestartGFLow + BothTeamsRestartNotReady;HomeWinsLow;HomeRestartGFLow;BothTeamsRestartNotReady;BASSA;2;0;2;0.0;100.0;54.2929;-54.2929
TRIPLE;HomeWinsLow + HomeRestartGFLow + BothTeamsRestartNotReady;HomeWinsLow;HomeRestartGFLow;BothTeamsRestartNotReady;MEDIA;3;2;1;66.6667;33.3333;59.8116;6.8551
TRIPLE;HomeWinsLow + HomeRestartNotReady + BothTeamsRestartNotReady;HomeWinsLow;HomeRestartNotReady;BothTeamsRestartNotReady;ALL;8;4;4;50.0;50.0;62.7426;-12.7426
TRIPLE;HomeWinsLow + HomeRestartNotReady + BothTeamsRestartNotReady;HomeWinsLow;HomeRestartNotReady;BothTeamsRestartNotReady;ALTA;2;1;1;50.0;50.0;71.9858;-21.9858
TRIPLE;HomeWinsLow + HomeRestartNotReady + BothTeamsRestartNotReady;HomeWinsLow;HomeRestartNotReady;BothTeamsRestartNotReady;BASSA;2;0;2;0.0;100.0;54.2929;-54.2929
TRIPLE;HomeWinsLow + HomeRestartNotReady + BothTeamsRestartNotReady;HomeWinsLow;HomeRestartNotReady;BothTeamsRestartNotReady;MEDIA;4;3;1;75.0;25.0;59.8116;15.1884
TRIPLE;HomeRestartGFLow + HomeRestartNotReady + BothTeamsRestartNotReady;HomeRestartGFLow;HomeRestartNotReady;BothTeamsRestartNotReady;ALL;14;6;8;42.8571;57.1429;62.7426;-19.8855
TRIPLE;HomeRestartGFLow + HomeRestartNotReady + BothTeamsRestartNotReady;HomeRestartGFLow;HomeRestartNotReady;BothTeamsRestartNotReady;ALTA;5;2;3;40.0;60.0;71.9858;-31.9858
TRIPLE;HomeRestartGFLow + HomeRestartNotReady + BothTeamsRestartNotReady;HomeRestartGFLow;HomeRestartNotReady;BothTeamsRestartNotReady;BASSA;4;1;3;25.0;75.0;54.2929;-29.2929
TRIPLE;HomeRestartGFLow + HomeRestartNotReady + BothTeamsRestartNotReady;HomeRestartGFLow;HomeRestartNotReady;BothTeamsRestartNotReady;MEDIA;5;3;2;60.0;40.0;59.8116;0.1884
